username, created_at, lng, lat, text
lbkyle__, Fri Apr 24 01:14:00 +0000 2020, -87.732013, 41.833585, Milton💀💀 
madisondion, Fri Apr 24 01:14:00 +0000 2020, -112.124676, 33.552863, If the Cards don’t take Isaiah Simmons, I’m kicking them out of Arizona 
ForagedNature, Fri Apr 24 01:14:00 +0000 2020, -118.411907, 34.020789, @thecannamiss Thank you 🥰 
MartyInYourEar, Fri Apr 24 01:14:00 +0000 2020, -117.287924, 33.121484, Mrs. Marty makes some cool kits to make art at home. Break the isolation blah with her starter clay for only $20. K… https://t.co/37pB6kc8ud 
KEVINBARR420Sea, Fri Apr 24 01:14:00 +0000 2020, -122.360873, 47.045732, @Lynnevere Fucker tried to make my Elaine his last victim.Elaine saw good in everyone, got so mad I wouldn't be hi… https://t.co/WsgWoueYqj 
hockeyplaya29, Fri Apr 24 01:14:00 +0000 2020, -80.926628, 33.631140, Word on the street (my wife) is that Isaiah Simmons is a prick .. maybe why his stock is falling ? 👀 
OfficialKING_TV, Fri Apr 24 01:14:00 +0000 2020, -118.369645, 34.087010, @_NuCertified Fedx on the way 
CrownMeNow_, Fri Apr 24 01:14:00 +0000 2020, -75.117998, 40.004866, Love drought, pray you catch me, sorry 
daishanikol, Fri Apr 24 01:14:00 +0000 2020, -94.128634, 30.086918, love having talks with my mnl 💕🤞🏽 
ItsNickFam, Fri Apr 24 01:14:00 +0000 2020, -84.266174, 30.476216, I can’t even describe what this did to my soul when she came in with the first word....🥵🥺🖤 
AudreyCardle, Fri Apr 24 01:14:00 +0000 2020, -97.978221, 30.355857, lil string bean https://t.co/ViGDtpVr8N 
Carlo_ThChThr, Fri Apr 24 01:14:00 +0000 2020, -73.440939, 41.156281, @theofficialword https://t.co/zrmQxbW0f8 
KingLouieBanks, Fri Apr 24 01:14:01 +0000 2020, -96.734900, 33.061243, Carolina didn’t take Isiah Simmons 😂 
evangelist84, Fri Apr 24 01:14:01 +0000 2020, -118.131964, 34.177310, @bonnie_berry Thank you!! 
RodWoodson26, Fri Apr 24 01:14:01 +0000 2020, -115.223125, 36.232915, @VicG82206469 He has a lot of the DB Traits that you are looking for, Should be a solid pick! 
massagestream, Fri Apr 24 01:14:01 +0000 2020, -106.632718, 35.117002, @realDonaldTrump inject Bleach?? You don’t know crap. You don’t give us enough hospital bed and supplies and now yo… https://t.co/TtFD3Oi1N1 
T_rawclutch3, Fri Apr 24 01:14:01 +0000 2020, -81.381449, 31.177709, Will the cardinals get Juedy 👀👀 
YaBoyJersey, Fri Apr 24 01:14:01 +0000 2020, -74.508969, 39.446196, I feel like we got more pride and pretty much ain’t gon settle for no bs 
Logannn24, Fri Apr 24 01:14:01 +0000 2020, -79.002112, 35.054627, @garttjames @Eboog_ Aye Derrick brown is a stud but no shot you pass on Simmons 
_erismith, Fri Apr 24 01:14:01 +0000 2020, -82.330269, 29.673172, She is soooo beautiful, omg! 😍🦋 
dgtbow, Fri Apr 24 01:14:01 +0000 2020, -82.985772, 39.994684, @DanClarkSports Good.  He must be a real ass. 
codymorris96, Fri Apr 24 01:14:01 +0000 2020, -86.472770, 33.951433, I would LOVE to see Simmons go to AZ, but I think they go OT Willis to help Kyler get the ball to DHop 
mcterzakis, Fri Apr 24 01:14:01 +0000 2020, -71.159389, 42.489526, @AlexisCoe Oh Alexis, I’m so sorry to hear this. I hope she gets well soon. 
Noles767676, Fri Apr 24 01:14:01 +0000 2020, -83.173867, 32.678207, @YaAlreadyNole No doubt, even the “experts” said Thomas was 3rd or 4th at the position 
Cathy34298202, Fri Apr 24 01:14:01 +0000 2020, -83.804475, 27.698682, @PMaya16 @ScrappyDaDog14 You found the right place 
waynegaddy, Fri Apr 24 01:14:01 +0000 2020, -80.926628, 33.631140, @DJV125 https://t.co/1txH7QA9G4 
trashIeigh, Fri Apr 24 01:14:01 +0000 2020, -83.713277, 42.200913, My dog is such a fucking shit head I love him so much 
Velux_, Fri Apr 24 01:14:01 +0000 2020, -78.827066, 42.787388, @FringeSteelwing They do! 
ryanleisinger, Fri Apr 24 01:14:01 +0000 2020, -122.893224, 47.116208, Raise your hand if your State Gov have WCAG 2.1 as a standard (raising hand) https://t.co/ghruwKlewT 
BasketballPhil, Fri Apr 24 01:14:00 +0000 2020, -122.958344, 49.239654, @MikeVersace1 She is freakishly strong 
sean_lasley, Fri Apr 24 01:14:01 +0000 2020, -89.266508, 39.739300, @fuscopinion I wish! I don’t think so, but I would LOVE it 
WFKARS, Fri Apr 24 01:14:01 +0000 2020, -70.656987, 43.138607, @robbie_couch Please do not force me to relive my trauma.Also:1) my jerk younger brother @joetlnf was our town’s… https://t.co/K8KxNsgBRl 
plb1998, Fri Apr 24 01:14:01 +0000 2020, -83.173867, 32.678207, @_kingzley @LasidneyN Dare both of y’all to post one 🤨☺️ 
CherylBarnesHu2, Fri Apr 24 01:14:01 +0000 2020, -87.478814, 41.638191, 💜💚😍 
CeeHawk, Fri Apr 24 01:14:01 +0000 2020, -97.672732, 30.519340, WHAT DO YOU GAIN FROM THESE LIES??? 
jimwarren416, Fri Apr 24 01:14:01 +0000 2020, -79.272570, 43.629311, @Kpharris7 @robertbenzie @packers As Leaf fans Kelly we don’t talk about other teams drafts #karma 
SeeTATAS, Fri Apr 24 01:14:01 +0000 2020, -82.324702, 28.224502, I have never needed to smoke oui’d so bad until this moment. 
JackTwyford_863, Fri Apr 24 01:14:01 +0000 2020, -81.698887, 28.017305, Derrick brown selected at 7 by the panthersI give it an A+Great character, great motor, and a great player. wil… https://t.co/l4TNTCiVVq 
brooksea8, Fri Apr 24 01:14:01 +0000 2020, -86.270540, 45.001180, @49ersfangirl @PaulPabst Somethin ima work on 
gregoryhall_, Fri Apr 24 01:14:01 +0000 2020, -79.026020, 35.919442, Any Panthers fan that’s upset about not getting Simmons, I feel you, but you’re going to be happy with Derrick Brown. Dude’s a tank. 
JoshFox46, Fri Apr 24 01:14:01 +0000 2020, -80.846785, 35.209059, Derrick Brown aka “Baby Barack” to the @Panthers at 7. Much needed help on the Carolina D-Line. 
Mekialaya, Fri Apr 24 01:14:01 +0000 2020, -104.922093, 39.713563, @galle671 @GyftofGABB https://t.co/1wRM1XZEdy 
LFisher_DSUSD, Fri Apr 24 01:13:59 +0000 2020, -116.278162, 33.668046, #DSUSDUnitedSpiritWeek   A very young teacher beginning her career just a few years ago 😂 in Edmond, Oklahoma.  It… https://t.co/TcvXnfbJro 
theluanabrito, Fri Apr 24 01:14:01 +0000 2020, -74.346266, 40.653385, @giuliapassos2 a próxima Geisy Arruda 😂😂 
TheMommaBear54, Fri Apr 24 01:14:01 +0000 2020, -115.223125, 36.232915, @marshal33960118 Fantastic video 🔝 
MartyC__, Fri Apr 24 01:14:01 +0000 2020, -89.533770, 34.354670, Derrick Brown is good but the panthers needed to take Isaiah Simmons 
IsaacNH24, Fri Apr 24 01:14:00 +0000 2020, -71.566171, 44.001230, @kellkelllz 🤣 
joseph_pisula, Fri Apr 24 01:14:01 +0000 2020, -88.049247, 42.115128, @CraigSh8 @real_defender @realDonaldTrump Washington, Lincoln, Jefferson, Adams, teddy and theodore Roosevelt, john… https://t.co/c5PWEcgcpr 
M2HYDE, Fri Apr 24 01:14:01 +0000 2020, -95.778712, 29.721989, @DominiqueDrvco Omg 😍 
BrianJLentz, Fri Apr 24 01:14:01 +0000 2020, -89.876449, 32.571032, @jessbensontv Giving himself extra time to botch the Cowboys’ upcoming pick. 
MORTONLB53, Fri Apr 24 01:14:01 +0000 2020, -97.463645, 35.327468, @CBonsports He’s gone right here. 
rdelightus, Fri Apr 24 01:14:01 +0000 2020, -83.173867, 32.678207, I liked this statement! 
mattsm00th, Fri Apr 24 01:13:59 +0000 2020, -73.022108, 41.566578, @Ms_3K20 They’ll start now I’m hoping 
makeyourself19, Fri Apr 24 01:14:01 +0000 2020, -87.701781, 41.720813, ok but gohan is the best actor because he looks super sad! https://t.co/CKaK0krXlG 
Commonsensenow2, Fri Apr 24 01:14:01 +0000 2020, -79.420865, 38.003376, @ByronYork @ChuckRossDC How much did FBI pay for this crap? 
BesiktasUsa1903, Fri Apr 24 01:14:01 +0000 2020, -75.770041, 42.746617, @erdoganaktas77 Abimiz yine noktayı koymuş... @besiktas lı olmak azınlık duygusudur... Yok böyle bir #beşiktaşk… https://t.co/BKNpzt8ykE 
djjacks1025, Fri Apr 24 01:13:57 +0000 2020, -87.732013, 41.833585, Skinny Holy Mary feat. slither.....i hate it here 
petejeffries, Fri Apr 24 01:14:02 +0000 2020, -93.785469, 41.628402, @Landers07 @foxholedad44 @TomWCope @Weevil96 @bradtrow @DW_Blythe @jdhupfer @John4Iowa @s_scheidel Tom Cope wins!… https://t.co/XT0WPNUQep 
AL_REESE_, Fri Apr 24 01:14:02 +0000 2020, -90.011008, 29.982601, I'm 6/7 right now and that's only because the Giants didn't draft the right player 
kevbo9, Fri Apr 24 01:14:02 +0000 2020, -95.097161, 38.931598, @ajblobaum You’re definitely talking about Johnny Dakota https://t.co/7jSEdcxAqu 
mcshambles, Fri Apr 24 01:14:02 +0000 2020, -87.732013, 41.833585, Huge red flag right there 
BShep_QB1, Fri Apr 24 01:14:02 +0000 2020, -118.411907, 34.020789, @__Juiceee985 Bro me too man. Lord knows we need it lol 
ashlaisabelle_, Fri Apr 24 01:13:58 +0000 2020, -73.849441, 40.850347, Reminiscing from my Snapchat memory 😢 https://t.co/HiAwW2LYgE 
jnavarette, Fri Apr 24 01:13:59 +0000 2020, -80.249773, 26.270261, @OmarKelly https://t.co/ExUWrWKfL0 
PKermitFox, Fri Apr 24 01:14:01 +0000 2020, -95.770195, 36.039305, I do not want the Browns to draft Simmons 
CindyMy13178850, Fri Apr 24 01:14:02 +0000 2020, -98.319925, 38.498196, @GiGicmka @MSNBC @CNN Enough with this crap. Really that's what this is. Bleach, Lysol deaths will be coming now. 
ibeezdraya, Fri Apr 24 01:14:02 +0000 2020, -81.068556, 29.190223, I really hope a team with a good qb gets JJets 
MackDad04041880, Fri Apr 24 01:14:02 +0000 2020, -76.295896, 36.763216, Let's dab https://t.co/r5cZxe1FDt 
SwoleWorld, Fri Apr 24 01:13:58 +0000 2020, -83.804475, 27.698682, This moment here 😭 
_aamaandda, Fri Apr 24 01:13:59 +0000 2020, -86.409610, 35.847420, I’d take a razor scooter to the ankle right now to go have a beer at a bar. 
drewcozartt, Fri Apr 24 01:14:01 +0000 2020, -84.266174, 30.476216, y’all favorite line before you get ugly asf is “ keep it cute “ 
JustinMcKeeWx, Fri Apr 24 01:14:01 +0000 2020, -79.957910, 37.274489, Great pick 
Dirtyyyydan323, Fri Apr 24 01:14:02 +0000 2020, -100.076888, 31.168893, @JamTheMan44 @saquon @Giants 💪🏽 
theHHughes, Fri Apr 24 01:14:02 +0000 2020, -86.915765, 38.678731, War Eagle! #NFLDraft #WarEagle 
OVtyler, Fri Apr 24 01:14:02 +0000 2020, -84.533021, 42.640547, #GoDucks 
Bugatti470, Fri Apr 24 01:14:02 +0000 2020, -83.173867, 32.678207, @420STROKEATL 👀👀👀 
HeAint_Ordinary, Fri Apr 24 01:14:02 +0000 2020, -80.846785, 35.209059, Whoever get my boy better be ready! 
chriscobler, Fri Apr 24 01:14:02 +0000 2020, -97.005699, 28.800785, We Zoomed our news planning meeting today. Conference calls aren’t the same as seeing the faces of these talented,… https://t.co/tvNi9gR8Un 
eddie44_fast, Fri Apr 24 01:14:02 +0000 2020, -81.516751, 41.080877, @gfienberg17 BUST! 
imbornjustright, Fri Apr 24 01:14:02 +0000 2020, -76.620482, 39.284713, I fw Damien Lillard. He’s my favorite player in the league low key. 
joelmcglothlin, Fri Apr 24 01:14:02 +0000 2020, -80.428864, 37.229291, OK, here goes nothing https://t.co/tM4l3LpgGq 
Grind_TimeSSU, Fri Apr 24 01:14:02 +0000 2020, -83.804475, 27.698682, @RoemelloGrant Better players lbs don’t go that high 
tomwald, Fri Apr 24 01:14:02 +0000 2020, -97.715017, 30.334051, It’s a sharrow, it’s a bike lane, it’s new adventures in bike markings! https://t.co/2214UufsB3 
_mmb17, Fri Apr 24 01:14:02 +0000 2020, -96.961483, 32.863917, De nada sirve un beso sin amor. 
_JayAnderson, Fri Apr 24 01:14:02 +0000 2020, -82.707778, 27.861014, Please let us get Simmons 
UKfaninOH, Fri Apr 24 01:14:02 +0000 2020, -81.896499, 40.982338, Brown family looks more pumped than he does 
nolagirl149, Fri Apr 24 01:14:02 +0000 2020, -117.320879, 33.226316, @NYCMayor son applied for unemployment a month ago. Still no phone call! 
MrReicholdMusic, Fri Apr 24 01:14:02 +0000 2020, -90.247824, 38.653771, @swichard Thanks friend! 
demchinese, Fri Apr 24 01:14:02 +0000 2020, -121.287080, 38.693226, @calamity_777 NO 
TheScottStapp, Fri Apr 24 01:14:02 +0000 2020, -75.045122, 43.005882, @MissingxSpaces YEAH BRO PHOTOGRAPHY RULES MY LIFE - JL 
aaronnarraph, Fri Apr 24 01:14:02 +0000 2020, -73.831187, 40.670879, @we_want_gore The point is that they run and split the vote from better progressive candidates of color 
MarkTurcotte, Fri Apr 24 01:14:03 +0000 2020, -84.433106, 33.767195, Got my tanning bed and Lysol injections ready just in case. #COVIDIOT #COVID19 #TrumpPressConference 
SJPeinado, Fri Apr 24 01:14:03 +0000 2020, -117.905645, 33.663609, Raiders gonna raider with this pick huh?? 
BarrySmith4, Fri Apr 24 01:14:03 +0000 2020, -86.751399, 33.156137, #1525 https://t.co/fR1JKXzLQm 
RayBarrington, Fri Apr 24 01:14:03 +0000 2020, -88.443615, 44.218552, The Penis Boat#PenisATVShow 
fakemikemulloy, Fri Apr 24 01:14:03 +0000 2020, -111.737566, 33.405755, @IanKarmel Watch his 40, it’s amazing 
HMonroeNews, Fri Apr 24 01:14:03 +0000 2020, -75.117998, 40.004866, @Chief_Dixon2746 @AnnWyattonFOX46 Thank you! 🙏🏽 
____Jazmine____, Fri Apr 24 01:14:03 +0000 2020, -87.942283, 41.889724, #JustAKidFromTheChi https://t.co/XNg70JZL0z 
KBRippo, Fri Apr 24 01:14:03 +0000 2020, -80.285189, 26.078170, If you are not following @JJWatt on Twitter you are misisng out on a daily dose of hilarious, free entertainment!! 
banjak_2009, Fri Apr 24 01:14:03 +0000 2020, -97.333200, 32.757400, Thursday beers! manhattanprojectbeer 10 Nanoseconds and for her @boulevard_beer Tequila Lime Gose! Go see my boy Sh… https://t.co/fQqYgtB692 
RockyFantastic7, Fri Apr 24 01:14:03 +0000 2020, -105.999107, 35.656551, Lmao my dumbass was bout to ask how come none of the players are there 😅 #NFLDraft 
H_Mitchell72, Fri Apr 24 01:14:03 +0000 2020, -97.754724, 30.323346, @Ded_White26 Their uniforms so cold 🤧🤧 
72TraThomas, Fri Apr 24 01:14:03 +0000 2020, -74.724323, 40.073041, @chydiorr Give me something https://t.co/o1wArOrBQz 
MaraMustSell, Fri Apr 24 01:14:03 +0000 2020, -73.860857, 40.944568, Why can’t he just speak normally. 
Jeremy_G0nzalez, Fri Apr 24 01:14:03 +0000 2020, -83.804475, 27.698682, @AudreySchermer if cardinals don’t take him, he’ll be a jag 
oluwachas, Fri Apr 24 01:14:03 +0000 2020, -95.446486, 29.838495, Why are zero things going the way I want them to. Lol. 
MDunalewicz, Fri Apr 24 01:14:03 +0000 2020, -106.737438, 32.342299, @MHGtweet @SteveSchmidtSES We can use Vegas as a test case?  In the era of Trump she has easily cracked the top 10… https://t.co/VJhOaCXF9y 
TheRealTopGun, Fri Apr 24 01:14:03 +0000 2020, -80.817245, 41.235332, Man... Jax about to fuck around and snag Simmons 
georgerizzie, Fri Apr 24 01:14:03 +0000 2020, -80.639541, 41.105271, @JooohnyG63 He beat cancer a few years back and just never recovered fully and it sure seems like he isn’t well right now. 
MarieLavender69, Fri Apr 24 01:14:03 +0000 2020, -79.995359, 35.995054, @seanhannity Almost 50,000 American citizens dead from Covid-19 and this is your Fox News Alert??? 
billyjarrettugh, Fri Apr 24 01:14:03 +0000 2020, -120.882482, 47.273022, @thebrigittemoya How dare someone use my birthday for these risks. 
AngieDokos, Fri Apr 24 01:14:03 +0000 2020, -84.503066, 34.110776, @neoverttun @shanannigans81 Thanks for sharing. 
BGs_finest, Fri Apr 24 01:14:03 +0000 2020, -73.948775, 40.655138, Lmaoooo 
imvintagebarbie, Fri Apr 24 01:14:03 +0000 2020, -90.011008, 29.982601, Anyone else have a toxic parent where every conversation turns into them talking about something bad you have done… https://t.co/a4sSrUgNjD 
Breezzy90s, Fri Apr 24 01:14:03 +0000 2020, -94.559281, 39.100048, I think carr still ahead of him lmao 
mhuntone, Fri Apr 24 01:14:03 +0000 2020, -77.572455, 43.211767, @FanSince09 AMAZING tweet sir. 😂😂😂😂😂 
keithjconnolly_, Fri Apr 24 01:14:03 +0000 2020, -84.539813, 39.137038, @StuartWPenrose @KiddChris @SmoothieKing The Dot Toms believe in you Stuart @ThomasKCS 
ThatsLudaChriss, Fri Apr 24 01:14:03 +0000 2020, -117.462698, 34.108160, Ight trades need to happen and shake the whole draft up 
bpmoynihan, Fri Apr 24 01:14:03 +0000 2020, -71.088712, 42.313670, @JoyceWhiteVance So good. And the very special final 4 episodes... incredible. 
ZapatosFrescos, Fri Apr 24 01:14:03 +0000 2020, -93.058630, 44.830198, @DerrickFidelman thoughts and prayers. 
Gabriellemal33, Fri Apr 24 01:14:03 +0000 2020, -72.570236, 42.171347, Chic fil a fucked me up but it’s worth it 😭 
AJB_92191, Fri Apr 24 01:14:03 +0000 2020, -75.770041, 42.746617, Back when @LukeBryanOnline wouldn’t pucker up. Lol #WaxMuseum #Nashville https://t.co/XFmwBXqxXK 
A_Vela24, Fri Apr 24 01:14:03 +0000 2020, -97.715583, 26.196365, @TheCoffinCutie I love you forever (and always) ❤️ 
meith1k, Fri Apr 24 01:14:04 +0000 2020, -85.722346, 38.195555, I pray to god my soul to keep!! 
joeUM77, Fri Apr 24 01:14:04 +0000 2020, -84.428925, 42.226542, @RyanFieldABC Total embarrassment by Goodell!! 
BillyHarper73, Fri Apr 24 01:14:04 +0000 2020, -122.035069, 47.608120, YAAAAAS! 
Addihillis, Fri Apr 24 01:14:04 +0000 2020, -95.818827, 36.298144, @tsmithhh17 How you holding up 
tmace230, Fri Apr 24 01:14:04 +0000 2020, -83.173867, 32.678207, Come on!  Some of us still have to work tomorrow.  Over an hour in and we are only at pick 7!! Like I am not used t… https://t.co/SgMQovtYDh 
Crford86, Fri Apr 24 01:13:59 +0000 2020, -85.978600, 35.830522, Oh. My. God. 
dopeshitliketht, Fri Apr 24 01:14:02 +0000 2020, -106.417430, 31.793368, Yet I see an elderly lady sitting on a bus stop bench with absolutely nothing for protection :/ 
CoachJTurner1, Fri Apr 24 01:14:02 +0000 2020, -79.833837, 40.477273, 😂 Why does Stephen A always have the funniest Videos 
fireandmusic181, Fri Apr 24 01:14:04 +0000 2020, -79.420865, 38.003376, @heyjake0026 😀 
MyCameraReady, Fri Apr 24 01:14:04 +0000 2020, -118.411907, 34.020789, Don’t run 😅😅😅 #CODMW #ModernWarfare #Warzone https://t.co/Zs0uF67FUe 
Paynes_People, Fri Apr 24 01:14:04 +0000 2020, -78.657837, 35.843981, Can we talk about how Leo’s fall in love hard as FUCK 
Blue_Yellow420, Fri Apr 24 01:14:04 +0000 2020, -97.907807, 38.066142, I. Just. Want. To. Smoke. 🙄 
Areed365, Fri Apr 24 01:14:04 +0000 2020, -87.047955, 30.589623, @hannah_dutrieux @NFLDraft SIMMONS IS FALLING TO US 
Marcelattamez, Fri Apr 24 01:14:04 +0000 2020, -100.293591, 25.641718, Pensé que no me saludaria y si 😭 
ChasingSnyder, Fri Apr 24 01:14:04 +0000 2020, -95.446486, 29.838495, @AB3127_ Good for them 
PFNBets, Fri Apr 24 01:14:04 +0000 2020, -72.801980, 41.537233, Our guy @rygosling has Herbert 3rd QB taken &amp; Tua to Miami Dolphins ✅✅ #NFLDraft #nfltwitter #FreeCashCrew🆓💰 
RomanGarciaJr, Fri Apr 24 01:14:04 +0000 2020, -80.322631, 25.940281, Wow no Simmons there for Carolina @LakersCanes305 surprised there 
CreativeTweets, Fri Apr 24 01:14:04 +0000 2020, -75.800141, 45.248791, Watching a cannabis-themed cooking show. The judges love everything because they’re realky baked. https://t.co/u0B6Ueosib 
COACHG13, Fri Apr 24 01:14:04 +0000 2020, -92.257150, 34.788087, @5_2blue https://t.co/zLeQlwUl8G 
nearcyde, Fri Apr 24 01:14:04 +0000 2020, -83.804475, 27.698682, @blys_up it scares me more than I can say 😢 
HornigCynthia, Fri Apr 24 01:14:04 +0000 2020, -87.732013, 41.833585, And Ukraine?Why did THIS STOP? 
Acesailant_06, Fri Apr 24 01:14:04 +0000 2020, -80.846785, 35.209059, I really hate rooting for this team when they give me every reason not to 
momoxmochi, Fri Apr 24 01:14:04 +0000 2020, -122.435979, 37.770657, I think the #GotGVol2 opening is my favorite of any Marvel movie. Mr. Blue Sky, epic battle sequence &amp; dancing Baby… https://t.co/pnrJitJqa2 
anjabtw, Fri Apr 24 01:14:04 +0000 2020, -97.754724, 30.323346, @CorvixWasTaken u sweet bb I will do 
ih8drinkbleachh, Fri Apr 24 01:14:04 +0000 2020, -79.272570, 43.629311, https://t.co/ZLt39gKkqm@archangel2love up rn we goin crazy https://t.co/b8UaeZcPL0 
ladyy_love1, Fri Apr 24 01:14:04 +0000 2020, -81.185067, 28.529141, Learned from the best 😅 
Mercbg2k, Fri Apr 24 01:14:04 +0000 2020, -83.574671, 41.656590, @JustinFeldkamp @ryandaytime @NFLDraft https://t.co/JxpuPiWeYl 
WillCleveland13, Fri Apr 24 01:14:04 +0000 2020, -77.572455, 43.211767, @mwes10 https://t.co/XFHbTm8N5y 
Scotty_Doooooo, Fri Apr 24 01:14:05 +0000 2020, -77.014398, 38.898603, @TweezySays So boring. I thought it was gonna be chaos 
placelikethis, Fri Apr 24 01:14:05 +0000 2020, -96.618464, 33.018073, @sohnianika LMAO 
rperalta12, Fri Apr 24 01:14:05 +0000 2020, -80.401725, 26.103362, @AlbertoRavell @unidadvenezuela @jguaido Gravedad es la miopia gerencial cuando valoras a unos diputados en 5000$ m… https://t.co/9PZubMQ7KE 
MMUSportGodz_OT, Fri Apr 24 01:14:05 +0000 2020, -79.913521, 43.260695, @Go_On_Volt And the @Panthers screwed up as well as they actually effed up not picking Isiah Simmons as well. 
h8rproof82, Fri Apr 24 01:14:05 +0000 2020, -98.319925, 38.498196, @TheAmazingSW My Man https://t.co/z2T21Xe2Za 
britt_bee96, Fri Apr 24 01:14:05 +0000 2020, -81.529538, 28.710746, @squisharry @styledbyrati I’d fail the makeup portion lmao 
B93lin, Fri Apr 24 01:14:05 +0000 2020, -79.163726, 35.474284, Free tha LAndlord 
MUSTANGS589, Fri Apr 24 01:14:05 +0000 2020, -96.761753, 32.819858, @MenInBlazers H azard Q ualityF lops...HQFs...🤔 
BrownzPowerRNGR, Fri Apr 24 01:14:05 +0000 2020, -84.200366, 39.780358, @Matt_Holbrook66 @Hawk @GVartwork but they're sold out 😭 Perhaps it's time for an updated @ThomaHawkShow shirt?… https://t.co/ZTR2F9Kkw6 
IM_1Marc, Fri Apr 24 01:14:05 +0000 2020, -82.432361, 28.076861, If patriots get Jordan Love , I’ll be happy 
dgaggi23, Fri Apr 24 01:14:05 +0000 2020, -81.928427, 41.352830, Simmons 👀👀👀👀👀👀👀 
illtwill813, Fri Apr 24 01:14:05 +0000 2020, -82.161782, 28.012167, Watch bmore sneak yee up 
amiable_mia, Fri Apr 24 01:14:05 +0000 2020, -80.134986, 26.373976, The fact she didn’t get off the couch lmao she’s plotting 
ayeroblo, Fri Apr 24 01:14:05 +0000 2020, -95.158936, 29.668301, 😅 
blackieyogi, Fri Apr 24 01:14:05 +0000 2020, -92.583091, 34.592187, @NicoleCrank Amen not giving up going on in Jesus I receive 
codyleemurphy14, Fri Apr 24 01:14:05 +0000 2020, -98.540651, 29.417501, @SlaterNFL Far from terrible. It was immediate reaction by most of us...but more of it was reaction to him picking Thomas at 4 🤷‍♂️ 
TheMixedWonder, Fri Apr 24 01:14:05 +0000 2020, -96.734900, 33.061243, If Isiah Simmons fall past 10 y’all better make something shake @Seahawks 
KaitlinMcCann43, Fri Apr 24 01:14:05 +0000 2020, -96.734900, 33.061243, #NFLDraft and @Pluckers make for a good night! 
TheTLaz, Fri Apr 24 01:14:05 +0000 2020, -75.716412, 39.667255, @D_Wright_One Cleveland takes an OT and Trent's value bombs out 
estoyconbukele, Fri Apr 24 01:14:05 +0000 2020, -79.420865, 38.003376, ESTE MARICA OH MEJOR DICHO CULERO DEL CULO LLORANDO PORQUE EL CHELE @nayibbukele LO BLOQUEO VE QUE HUEVO 🥚… https://t.co/ASz1S6PiKv 
LordoftheSquad, Fri Apr 24 01:14:05 +0000 2020, -76.969264, 38.796432, If Browns get Simmons 🤦🏾‍♂️ 
nandidollx3, Fri Apr 24 01:14:05 +0000 2020, -74.110548, 40.877607, Coming straight from Jacksonville 🥴 
CINNAMON2423, Fri Apr 24 01:14:05 +0000 2020, -72.822356, 40.804080, Oh damn where did he go??? 
JeremyDelacruz, Fri Apr 24 01:14:05 +0000 2020, -96.699604, 33.194651, @FETCHxHAPPENED @BridgetPhetasy Nice❤️ 
TheGrok, Fri Apr 24 01:14:05 +0000 2020, -97.736440, 30.509081, @FiskPT Wow!!! 
Eaglefan12, Fri Apr 24 01:14:05 +0000 2020, -115.223125, 36.232915, Cardinals go online here 🙏 
mirandastyles55, Fri Apr 24 01:14:05 +0000 2020, -82.929418, 42.376424, @ty_domo_45 Too much!? Im hoping he sees it 😂😭 https://t.co/bFNwhmvqPD 
_wmgalliher, Fri Apr 24 01:14:05 +0000 2020, -79.420865, 38.003376, @sweetsweatcj I am a fan, but with the Panthers needs I'm a little surprised Simmons was not picked there. 
torifinnigan, Fri Apr 24 01:14:05 +0000 2020, -97.552161, 35.482844, 😂😂😂😂😂😂😂 
Its_MattHorner, Fri Apr 24 01:14:05 +0000 2020, -81.840904, 41.152510, 💪🏼💪🏼🤷🏻‍♂️ @KlutchSports 
monroevol, Fri Apr 24 01:14:05 +0000 2020, -85.978600, 35.830522, @jwb625 Hillary is to smart to listen to Trump's moronic advice.The pressure is getting to Trump. In the past week… https://t.co/eIQ4keNFre 
snogzilla, Fri Apr 24 01:14:06 +0000 2020, -119.279662, 46.258178, I snuck away for a few minutes of silence and Oliver came to find me immediately. When I told him I wanted 5 minute… https://t.co/Bt7qNDAre5 
MikeJackBauer, Fri Apr 24 01:14:06 +0000 2020, -112.124676, 33.552863, @noahberlin Smart. 
pick6curtis, Fri Apr 24 01:14:06 +0000 2020, -84.092503, 39.864239, Man I wanted a kinlaw panthers jersey 
manolo_lifted, Fri Apr 24 01:14:06 +0000 2020, -77.236969, 38.805115, @kingbeeb_ Non sense, she big Cappin 
iamivy001, Fri Apr 24 01:14:06 +0000 2020, -80.233328, 25.782353, Watching the NFL draft. 
kduhh, Fri Apr 24 01:14:06 +0000 2020, -118.333333, 34.100000, COVID, but make it FASHUN. 💃🏼💋•••#pillowchallenge #covid19 #coronavirus #fashion #model #redlips #stayhome… https://t.co/AH1Jc4inb8 
chuckyjr, Fri Apr 24 01:14:06 +0000 2020, -74.026902, 40.956249, Trump says N.J. and N.Y. had problems ‘long before the plague came’ https://t.co/kibDya70rU 
mariajstiffler, Fri Apr 24 01:14:06 +0000 2020, -81.402347, 28.299371, #VidaSimAbortoNao 
amberleelopezz, Fri Apr 24 01:14:06 +0000 2020, -97.715583, 26.196365, I love everyone 💗 
LilBreeski_, Fri Apr 24 01:14:06 +0000 2020, -83.173867, 32.678207, y’all eat at anybody house how embarrassing 
TulsaTeresa, Fri Apr 24 01:14:06 +0000 2020, -95.913642, 36.109392, @Karmastrophic_ Happiest of birthday wishes on a milestone day! 
